GEOID,geometry,intpt
470650014002,"POLYGON ((-85.28284499999999 35.027052, -85.282757 35.027213, -85.28249599999999 35.027699, -85.28241 35.027862, -85.282319 35.028024, -85.28204700000001 35.028514, -85.28195700000001 35.028677, -85.281871 35.028834, -85.28161299999999 35.029308, -85.28152799999999 35.029466, -85.28143799999999 35.029631, -85.281296 35.029896, -85.281173 35.030129, -85.281086 35.030296, -85.28061099999999 35.031161, -85.280136 35.03194, -85.27995300000001 35.032356, -85.279813 35.032619, -85.279732 35.032772, -85.279639 35.032942, -85.27949099999999 35.033219, -85.27936200000001 35.033454, -85.279269 35.033625, -85.27918 35.033791, -85.279045 35.034046, -85.278913 35.034291, -85.278824 35.034458, -85.278547 35.034355, -85.277719 35.034049, -85.27744300000001 35.033947, -85.276044 35.033428, -85.274565 35.03289, -85.274259 35.032763, -85.274238 35.032754, -85.274033 35.032676, -85.273438 35.032452, -85.273421 35.032445, -85.27321600000001 35.032372, -85.27330499999999 35.032203, -85.273432 35.031968, -85.27358 35.031702, -85.273673 35.031536, -85.273765 35.031365, -85.27404199999999 35.030852, -85.274135 35.030682, -85.274226 35.030515, -85.274502 35.030013, -85.27459399999999 35.029847, -85.274683 35.029679, -85.27495 35.029176, -85.275014 35.029057, -85.275036 35.029007, -85.275081 35.028905, -85.27515 35.028755, -85.27522999999999 35.028608, -85.275284 35.028511, -85.275319 35.028446, -85.275423 35.028251, -85.275459 35.028187, -85.27551699999999 35.028079, -85.275693 35.027758, -85.27575299999999 35.027651, -85.27578 35.027601, -85.27585999999999 35.027452, -85.27588799999999 35.027403, -85.275955 35.027279, -85.276095 35.027026, -85.276158 35.026909, -85.27622599999999 35.026786, -85.27624299999999 35.026754, -85.276296 35.026658, -85.276314 35.026627, -85.27639000000001 35.026486, -85.276459 35.026359, -85.276618 35.026065, -85.27667 35.02596, -85.276734 35.025838, -85.276932 35.025478, -85.27707599999999 35.025204, -85.27715999999999 35.025045, -85.27738600000001 35.025124, -85.278064 35.025364, -85.27829 35.025444, -85.278424 35.025491, -85.278826 35.025633, -85.278961 35.025681, -85.27904599999999 35.025711, -85.279301 35.025801, -85.279387 35.025831, -85.279527 35.025881, -85.279948 35.026032, -85.280089 35.026083, -85.28021099999999 35.026125, -85.28057699999999 35.026252, -85.280699 35.026295, -85.280751 35.026313, -85.280907 35.026367, -85.280959 35.026386, -85.281059 35.026421, -85.28136000000001 35.026529, -85.28146099999999 35.026565, -85.28151200000001 35.026583, -85.281665 35.026637, -85.281717 35.026655, -85.281896 35.026718, -85.282433 35.026907, -85.282613 35.026971, -85.282659 35.026987, -85.282798 35.027035, -85.28284499999999 35.027052))",POINT (-85.27801650000001 35.02973)
470650019003,"POLYGON ((-85.328447 35.010392, -85.32843800000001 35.010546, -85.328391 35.010691, -85.32825200000001 35.011126, -85.32820599999999 35.011272, -85.328033 35.011689, -85.327905 35.012, -85.327562 35.012959, -85.327417 35.013367, -85.32741 35.013385, -85.327158 35.013197, -85.326697 35.012853, -85.32652899999999 35.01273, -85.326401 35.012635, -85.32629300000001 35.012556, -85.326145 35.012454, -85.325954 35.01231, -85.325864 35.012248, -85.325768 35.012181, -85.325554 35.012056, -85.325344 35.011934, -85.32512699999999 35.011827, -85.324949 35.011751, -85.32487500000001 35.01172, -85.32462700000001 35.01162, -85.324398 35.011547, -85.324364 35.011537, -85.324198 35.011492, -85.323956 35.011438, -85.323714 35.011396, -85.323555 35.011368, -85.32348399999999 35.011356, -85.32328200000001 35.011338, -85.32332 35.011004, -85.32321899999999 35.01085, -85.323108 35.010701, -85.32282499999999 35.010323, -85.32265099999999 35.010163, -85.322351 35.009779, -85.32232399999999 35.009652, -85.322311 35.009438, -85.32212699999999 35.008893, -85.322104 35.008822, -85.322097 35.008707, -85.32187399999999 35.008243, -85.32181 35.008244, -85.321619 35.008249, -85.321556 35.008251, -85.32153700000001 35.008263, -85.32152600000001 35.00825, -85.32142 35.008248, -85.321281 35.008213, -85.32103499999999 35.008086, -85.320916 35.008042, -85.319779 35.007624, -85.319576 35.00755, -85.3194 35.007488, -85.319374 35.007478, -85.31929599999999 35.007451, -85.319271 35.007442, -85.319305 35.00734, -85.319396 35.007171, -85.31969700000001 35.006615, -85.319824 35.00639, -85.3199 35.006194, -85.31988800000001 35.006121, -85.319874 35.006104, -85.319729 35.006048, -85.31929700000001 35.00588, -85.319153 35.005825, -85.319203 35.005731, -85.31935300000001 35.005452, -85.31940400000001 35.005359, -85.319361 35.005331, -85.31925699999999 35.00529, -85.31880200000001 35.005113, -85.318651 35.005055, -85.31849200000001 35.004995, -85.318015 35.004816, -85.31785600000001 35.004757, -85.317964 35.004566, -85.31828899999999 35.003996, -85.318398 35.003806, -85.318544 35.003536, -85.318983 35.002726, -85.319113 35.002488, -85.31911599999999 35.002452, -85.31910000000001 35.002425, -85.319008 35.00235, -85.318662 35.002068, -85.318547 35.001975, -85.318725 35.001834, -85.318759 35.001804, -85.31938 35.001275, -85.319588 35.001099, -85.319676 35.001021, -85.31994299999999 35.000788, -85.320032 35.000711, -85.319982 35.000672, -85.319768 35.000381, -85.319523 35.00012, -85.31940299999999 34.99995, -85.31935900000001 34.99973, -85.319329 34.999646, -85.319129 34.999307, -85.319031 34.999142, -85.31897600000001 34.999092, -85.318887 34.999057, -85.31882899999999 34.999036, -85.318724 34.998998, -85.318648 34.998972, -85.318411 34.998882, -85.318308 34.998843, -85.318077 34.998758, -85.317384 34.998505, -85.317154 34.998421, -85.317025 34.998373, -85.316637 34.998229, -85.316603 34.998217, -85.316509 34.998182, -85.316468 34.998167, -85.316185 34.998063, -85.31604400000001 34.998012, -85.31521499999999 34.997705, -85.314892 34.997586, -85.314757 34.99783, -85.31435500000001 34.998562, -85.314307 34.998652, -85.314234 34.998813, -85.314193 34.998795, -85.31407 34.998741, -85.314029 34.998724, -85.31397699999999 34.998702, -85.313821 34.998637, -85.31376899999999 34.998618, -85.313597 34.998555, -85.313081 34.998366, -85.31291 34.998304, -85.31269500000001 34.998224, -85.31205 34.997985, -85.311836 34.997906, -85.31139400000001 34.997743, -85.310706 34.997489, -85.310175 34.997294, -85.30731900000001 34.99624, -85.306527 34.995948, -85.30619 34.995824, -85.305964 34.99574, -85.305288 34.995489, -85.305063 34.995406, -85.304582 34.995229, -85.303139 34.994698, -85.30303000000001 34.994658, -85.302773 34.99456, -85.30266 34.994518, -85.302671 34.994471, -85.302685 34.99441, -85.302752 34.994166, -85.302785 34.994029, -85.302795 34.993991, -85.30279400000001 34.99392, -85.30278800000001 34.993885, -85.302774 34.993851, -85.30273 34.993789, -85.302694 34.993769, -85.30265300000001 34.993757, -85.302522 34.993746, -85.302435 34.993748, -85.30234799999999 34.993745, -85.302262 34.99373, -85.302055 34.993672, -85.30191000000001 34.993592, -85.301789 34.993489, -85.30171300000001 34.993403, -85.30166699999999 34.993342, -85.30163400000001 34.993306, -85.301563 34.993228, -85.301497 34.993136, -85.301444 34.993038, -85.301422 34.992969, -85.301418 34.992934, -85.301419 34.992868, -85.301421 34.992791, -85.301433 34.992684, -85.30143 34.992613, -85.301394 34.992474, -85.30137999999999 34.992375, -85.30136 34.992298, -85.301333 34.992231, -85.30127299999999 34.992135, -85.30117799999999 34.992015, -85.301165 34.991981, -85.30112099999999 34.991807, -85.30105500000001 34.991169, -85.301041 34.990991, -85.301042 34.990948, -85.301044 34.99092, -85.301064 34.990814, -85.301137 34.990572, -85.301152 34.990539, -85.30117 34.990468, -85.30117799999999 34.990436, -85.301196 34.990342, -85.301203 34.990311, -85.301213 34.990258, -85.30126 34.990049, -85.301299 34.98991, -85.30135799999999 34.989777, -85.301446 34.989502, -85.301453 34.989466, -85.301446 34.98936, -85.301421 34.989292, -85.301382 34.989228, -85.30135 34.989204, -85.301309 34.989192, -85.301265 34.989192, -85.301221 34.989197, -85.301137 34.989219, -85.30110000000001 34.989239, -85.301034 34.989285, -85.30091299999999 34.989388, -85.30083999999999 34.989428, -85.3008 34.989443, -85.300714 34.989459, -85.30067 34.989461, -85.300583 34.989452, -85.30046400000001 34.989405, -85.300391 34.989366, -85.300287 34.989301, -85.30024899999999 34.989283, -85.30015299999999 34.989211, -85.30006899999999 34.989129, -85.300021 34.989069, -85.30000099999999 34.989037, -85.29996199999999 34.988935, -85.299899 34.988728, -85.29989500000001 34.988692, -85.299879 34.988623, -85.29987 34.988518, -85.29987 34.988411, -85.299875 34.988341, -85.299891 34.988235, -85.29991800000001 34.98813, -85.299958 34.988029, -85.299997 34.987965, -85.30002 34.987935, -85.30015299999999 34.987793, -85.300211 34.98774, -85.30031200000001 34.987672, -85.300422 34.987613, -85.300584 34.987545, -85.300665 34.987519, -85.30073899999999 34.987482, -85.301081 34.987328, -85.301266 34.987234, -85.301343 34.987201, -85.301377 34.987179, -85.301492 34.987127, -85.30206699999999 34.986953, -85.30214700000001 34.986923, -85.30226999999999 34.986885, -85.30239899999999 34.986865, -85.302487 34.986864, -85.302575 34.98687, -85.30266 34.986887, -85.30274300000001 34.98691, -85.30282200000001 34.986942, -85.302966 34.987024, -85.30319799999999 34.987185, -85.303229 34.98721, -85.30337400000001 34.987291, -85.30365500000001 34.987461, -85.303735 34.98749, -85.303945 34.98754, -85.304152 34.987596, -85.304355 34.987662, -85.30444 34.987681, -85.30470099999999 34.987705, -85.304787 34.98772, -85.30487100000001 34.98774, -85.304957 34.987754, -85.305044 34.987761, -85.30534900000001 34.987763, -85.305387 34.987746, -85.30545600000001 34.987702, -85.305514 34.987649, -85.30558600000001 34.98756, -85.30565300000001 34.987467, -85.305688 34.987402, -85.305719 34.987299, -85.305728 34.987157, -85.305722 34.98698, -85.305701 34.986627, -85.30565199999999 34.98649, -85.30561 34.986389, -85.30559 34.986358, -85.305561 34.986292, -85.30539400000001 34.985966, -85.305333 34.985834, -85.305296 34.98577, -85.305181 34.985463, -85.30513500000001 34.985325, -85.305103 34.985259, -85.30507799999999 34.985191, -85.305054 34.985086, -85.305054 34.985015, -85.305066 34.984944, -85.3051 34.984841, -85.305148 34.984781, -85.30521899999999 34.984739, -85.305297 34.984707, -85.30534 34.984699, -85.305471 34.984687, -85.305559 34.984694, -85.30557899999999 34.984626, -85.305587 34.9846, -85.30542 34.984535, -85.30546200000001 34.984475, -85.30589500000001 34.984454, -85.307197 34.984395, -85.30726199999999 34.984392, -85.307512 34.984381, -85.307631 34.984376, -85.30768 34.984375, -85.30775199999999 34.984375, -85.307824 34.984375, -85.30801 34.984375, -85.308128 34.984375, -85.30821899999999 34.984375, -85.30823599999999 34.984375, -85.309838 34.984375, -85.310346 34.984376, -85.310378 34.984375, -85.310828 34.984361, -85.311139 34.984353, -85.31218 34.984322, -85.312631 34.98431, -85.31334099999999 34.984288, -85.31421 34.984262, -85.31523199999999 34.984232, -85.315472 34.984224, -85.31604 34.984208, -85.316112 34.984206, -85.316183 34.984204, -85.316278 34.984202, -85.316373 34.984199, -85.31715199999999 34.984176, -85.317207 34.984178, -85.317305 34.984178, -85.317403 34.984179, -85.317508 34.984182, -85.317612 34.984184, -85.318602 34.984205, -85.31988 34.984231, -85.319951 34.984233, -85.32002199999999 34.984234, -85.320069 34.984235, -85.32016900000001 34.984232, -85.322557 34.984159, -85.322677 34.984155, -85.322819 34.984155, -85.322965 34.98415, -85.3231 34.984144, -85.323111 34.984144, -85.32394600000001 34.984111, -85.32422800000001 34.9841, -85.32448100000001 34.98409, -85.32523999999999 34.98406, -85.32549400000001 34.984051, -85.32588 34.984035, -85.32704099999999 34.98399, -85.327355 34.983978, -85.327428 34.983976, -85.32741799999999 34.984156, -85.32741799999999 34.984172, -85.327393 34.984634, -85.327383 34.984696, -85.32735599999999 34.984875, -85.32734499999999 34.984945, -85.327331 34.98503, -85.32716600000001 34.985836, -85.327074 34.986334, -85.32705900000001 34.986413, -85.327055 34.986436, -85.327045 34.98649, -85.32702500000001 34.986598, -85.326999 34.986657, -85.327217 34.986932, -85.327232 34.986947, -85.32751 34.98722, -85.32774000000001 34.987433, -85.32792600000001 34.987651, -85.327994 34.987764, -85.328031 34.98789, -85.328046 34.988135, -85.32804400000001 34.988171, -85.328048 34.988195, -85.328018 34.988308, -85.327831 34.988277, -85.327271 34.988185, -85.327085 34.988155, -85.32702999999999 34.988143, -85.32686699999999 34.988109, -85.326813 34.988098, -85.326688 34.988076, -85.32631600000001 34.988011, -85.32619200000001 34.98799, -85.326015 34.987961, -85.325484 34.987875, -85.325307 34.987847, -85.325304 34.987966, -85.325298 34.988324, -85.32529599999999 34.988444, -85.324698 34.989073, -85.32448599999999 34.989286, -85.324209 34.989566, -85.32391699999999 34.989861, -85.32339399999999 34.990532, -85.323184 34.990956, -85.323155 34.991309, -85.323273 34.99204, -85.323367 34.992662, -85.323488 34.993215, -85.32355699999999 34.993835, -85.32355800000001 34.993869, -85.323576 34.994344, -85.323571 34.994787, -85.323539 34.995231, -85.32351199999999 34.995428, -85.323488 34.995605, -85.323464 34.995918, -85.323365 34.996229, -85.323365 34.996298, -85.32336599999999 34.996413, -85.323368 34.996581, -85.323499 34.996911, -85.323758 34.99718, -85.324248 34.9974, -85.32471200000001 34.9977, -85.32481799999999 34.998051, -85.324822 34.998441, -85.324789 34.998708, -85.32477400000001 34.998832, -85.324803 34.999261, -85.32491899999999 34.999563, -85.32496399999999 34.999681, -85.325056 35.000045, -85.325065 35.000394, -85.325046 35.000433, -85.324958 35.000629, -85.32480700000001 35.000849, -85.32478999999999 35.001067, -85.32490199999999 35.001308, -85.325155 35.001495, -85.32369 35.00143, -85.324201 35.001548, -85.32424 35.001557, -85.324663 35.00205, -85.324815 35.002537, -85.324809 35.003403, -85.324791 35.004572, -85.32488499999999 35.005675, -85.325002 35.00603, -85.32531 35.006293, -85.32576400000001 35.006385, -85.325908 35.006385, -85.326104 35.006385, -85.32642800000001 35.006517, -85.32657399999999 35.006713, -85.326674 35.007029, -85.326903 35.0072, -85.3274 35.007269, -85.32739599999999 35.007431, -85.32739100000001 35.007641, -85.32741900000001 35.00774, -85.327476 35.007906, -85.32753 35.00806, -85.327619 35.008295, -85.327837 35.008867, -85.327884 35.009003, -85.327968 35.009242, -85.328029 35.009368, -85.328068 35.009449, -85.32821300000001 35.009713, -85.3284 35.010053, -85.32844 35.010211, -85.328447 35.010392))",POINT (-85.31242210000001 34.9921579)
470650016001,"POLYGON ((-85.320291 35.047539, -85.320267 35.047695, -85.320189 35.047924, -85.32009499999999 35.048092, -85.31979200000001 35.048643, -85.319462 35.04852, -85.318473 35.048152, -85.318144 35.04803, -85.317632 35.047839, -85.316802 35.04753, -85.31672399999999 35.047503, -85.31609400000001 35.04728, -85.316033 35.047259, -85.31558099999999 35.047097, -85.31543499999999 35.04705, -85.315399 35.047039, -85.31500699999999 35.04689, -85.314865 35.046836, -85.31458000000001 35.046716, -85.31426500000001 35.046601, -85.31425299999999 35.046244, -85.314234 35.045827, -85.314199 35.044341, -85.31421400000001 35.044097, -85.31422600000001 35.043905, -85.314278 35.04353, -85.31431499999999 35.043375, -85.314373 35.043139, -85.314391 35.043082, -85.31444500000001 35.042914, -85.314464 35.042858, -85.314674 35.042936, -85.315305 35.04317, -85.31532 35.043176, -85.315502 35.043278, -85.315594 35.043356, -85.315681 35.043431, -85.31582899999999 35.043631, -85.315901 35.043729, -85.316057 35.043953, -85.31607700000001 35.043982, -85.316363 35.044389, -85.316401 35.044436, -85.31655499999999 35.044583, -85.316568 35.044592, -85.316655 35.044653, -85.316806 35.044726, -85.316895 35.044762, -85.316964 35.044788, -85.317441 35.044969, -85.3176 35.04503, -85.31769300000001 35.044861, -85.317971 35.044357, -85.318065 35.044189, -85.318088 35.044146, -85.31818 35.043976, -85.31842 35.043541, -85.318532 35.043341, -85.318651 35.04313, -85.318786 35.043184, -85.319023 35.043302, -85.319187 35.043414, -85.319215 35.043433, -85.31940299999999 35.043607, -85.31954899999999 35.043793, -85.31964600000001 35.043978, -85.31972 35.044198, -85.31987599999999 35.045045, -85.319988 35.045645, -85.320099 35.046263, -85.320228 35.046974, -85.320291 35.047375, -85.320291 35.047539))",POINT (-85.31732169999999 35.0457786)
470650113262,"POLYGON ((-85.176519 34.98791, -85.17650999999999 34.987951, -85.17650500000001 34.987981, -85.176475 34.988048, -85.176361 34.98824, -85.176328 34.988306, -85.176211 34.988497, -85.176046 34.988749, -85.17574399999999 34.989225, -85.175253 34.989943, -85.174975 34.990388, -85.174879 34.990549, -85.174795 34.990674, -85.174537 34.990964, -85.174425 34.991074, -85.174234 34.991314, -85.174131 34.99143, -85.17406200000001 34.991521, -85.173982 34.991606, -85.17392 34.991657, -85.173816 34.991723, -85.17374 34.99176, -85.17368399999999 34.991781, -85.173621 34.991806, -85.173548 34.991847, -85.17335799999999 34.991937, -85.173175 34.992035, -85.173075 34.992106, -85.172985 34.992185, -85.172916 34.992259, -85.172538 34.992766, -85.17255299999999 34.992775, -85.172488 34.9928, -85.17244599999999 34.992861, -85.172374 34.992992, -85.172332 34.993093, -85.172314 34.993163, -85.17230600000001 34.993234, -85.17231 34.993305, -85.172344 34.993481, -85.172364 34.99355, -85.17246400000001 34.993709, -85.17253599999999 34.993839, -85.17254699999999 34.993874, -85.17254800000001 34.993945, -85.172533 34.994052, -85.17251 34.99412, -85.172467 34.994331, -85.172462 34.994403, -85.17246400000001 34.994474, -85.17250799999999 34.994675, -85.172529 34.994744, -85.172557 34.994812, -85.17259 34.994877, -85.17268799999999 34.994959, -85.172713 34.99498, -85.17282299999999 34.995039, -85.172945 34.995082, -85.173365 34.995188, -85.173446 34.995217, -85.17348200000001 34.995237, -85.173546 34.995287, -85.17359399999999 34.995346, -85.17367299999999 34.995474, -85.173742 34.995644, -85.17376400000001 34.995713, -85.17379800000001 34.995779, -85.17384199999999 34.99584, -85.173891 34.995922, -85.17397800000001 34.996065, -85.174167 34.996401, -85.174254 34.996556, -85.174362 34.996747, -85.17440499999999 34.996809, -85.174499 34.99693, -85.174542 34.996992, -85.17455 34.997002, -85.174663 34.997141, -85.174598 34.99717, -85.17453399999999 34.997199, -85.17432100000001 34.997385, -85.174257 34.997421, -85.174071 34.997528, -85.173699 34.997633, -85.173372 34.997776, -85.173035 34.997817, -85.172847 34.997875, -85.17281 34.997887, -85.172652 34.997912, -85.172527 34.997904, -85.172439 34.997955, -85.172408 34.998019, -85.172393 34.998051, -85.172406 34.998139, -85.172436 34.998175, -85.172467 34.998213, -85.172546 34.998358, -85.172584 34.998443, -85.172616 34.998529, -85.172618 34.998646, -85.172622 34.998787, -85.17263699999999 34.998814, -85.172707 34.998941, -85.17279600000001 34.998992, -85.172861 34.999094, -85.17285699999999 34.999198, -85.172811 34.999279, -85.17273299999999 34.999341, -85.172635 34.999487, -85.172556 34.99955, -85.17246900000001 34.999604, -85.17236699999999 34.999692, -85.172387 34.999778, -85.172403 34.999785, -85.17250199999999 34.999827, -85.17260400000001 34.99986, -85.172709 34.999884, -85.172763 34.999995, -85.172809 35.000075, -85.17273 35.00023, -85.172422 35.000499, -85.172222 35.000631, -85.171961 35.000878, -85.1712 35.001301, -85.171093 35.001411, -85.170986 35.00162, -85.17089300000001 35.001971, -85.170799 35.002164, -85.170759 35.002422, -85.170748 35.002461, -85.170599 35.003015, -85.17046499999999 35.003197, -85.17026 35.003639, -85.17009 35.003572, -85.16800499999999 35.002823, -85.16766200000001 35.002692, -85.166832 35.002375, -85.166523 35.002265, -85.165584 35.00191, -85.164444 35.001485, -85.16400299999999 35.001319, -85.163957 35.001302, -85.163163 35.00101, -85.162032 35.000584, -85.16186999999999 35.000524, -85.160804 35.000124, -85.16008600000001 34.999857, -85.159896 34.999783, -85.159142 34.999489, -85.15854 34.999256, -85.157965 34.999033, -85.15762100000001 34.998901, -85.157315 34.998796, -85.157034 34.998692, -85.156192 34.99838, -85.155912 34.998277, -85.155512 34.998128, -85.154314 34.997681, -85.153915 34.997532, -85.154118 34.997159, -85.15437300000001 34.996693, -85.154736 34.996044, -85.154944 34.995674, -85.155146 34.995301, -85.155754 34.994186, -85.155957 34.993814, -85.156043 34.993655, -85.156301 34.993178, -85.156387 34.993019, -85.15657299999999 34.992674, -85.157135 34.991642, -85.15732199999999 34.991298, -85.15755299999999 34.990868, -85.15755900000001 34.990858, -85.157588 34.990805, -85.157734 34.990541, -85.157968 34.990151, -85.158096 34.989979, -85.158225 34.989863, -85.15843 34.989724, -85.158821 34.989541, -85.158872 34.989518, -85.158513 34.989257, -85.158002 34.988879, -85.157978 34.988861, -85.157427 34.988464, -85.15709200000001 34.988221, -85.15666899999999 34.987919, -85.15624800000001 34.987611, -85.155689 34.987215, -85.155277 34.986919, -85.154974 34.986701, -85.154375 34.986275, -85.154549 34.986281, -85.155064 34.986284, -85.157133 34.986296, -85.15782299999999 34.986301, -85.15799699999999 34.986291, -85.15868 34.986262, -85.159705 34.986222, -85.15989 34.986215, -85.161252 34.986167, -85.16128399999999 34.986159, -85.16211300000001 34.986128, -85.162379 34.986124, -85.162646 34.986121, -85.16273200000001 34.986121, -85.16424499999999 34.986103, -85.164779 34.986098, -85.166123 34.986079, -85.166506 34.986074, -85.17169 34.986014, -85.17182200000001 34.986013, -85.173419 34.985995, -85.173778 34.985989, -85.174864 34.985976, -85.175048 34.985974, -85.175151 34.985974, -85.17522700000001 34.985976, -85.17525000000001 34.98611, -85.175299 34.986248, -85.175352 34.986457, -85.175376 34.986526, -85.17545699999999 34.986692, -85.17551400000001 34.986784, -85.17558099999999 34.986881, -85.175679 34.987, -85.175909 34.987216, -85.176104 34.987408, -85.176135 34.987434, -85.176237 34.987501, -85.176301 34.98755, -85.176468 34.987666, -85.17648699999999 34.987698, -85.176519 34.987839, -85.176519 34.98791))",POINT (-85.16676750000001 34.993747)
